company_name,job_title,job_category,location,relevance_score,source_platform,source_url,posted_date,matched_keywords
CyberArk,Threat Detection Engineer,SSPM,Remote,0.85,Workday,https://cyberark.wd1.myworkdayjobs.com/en-US/careers,2025-11-30,"shadow it, saas security posture, sanctioned it, ai security"
MongoDB,SOC Analyst,SSPM,"Seattle, WA",0.85,Workday,https://mongodb.wd1.myworkdayjobs.com/en-US/careers,2025-12-01,"ai agent security, sspm, saas governance, ai agent risk, ai compliance"
Drift,Machine Learning Security Engineer,SSPM,"London, UK",0.85,Workday,https://drift.wd1.myworkdayjobs.com/en-US/careers,2025-11-30,"saas risk, ai agent security, sanctioned it, cloud compliance"
Automation Anywhere,Cloud Security Architect,AI Compliance,"Seattle, WA",0.85,Workday,https://automation-anywhere.wd1.myworkdayjobs.com/en-US/careers,2025-11-26,"saas risk, ai governance, llm compliance, autonomous agent security"
KPMG,AppSec Engineer,SSPM,"Toronto, Canada",0.85,Workday,https://kpmg.wd1.myworkdayjobs.com/en-US/careers,2025-11-27,"ai security, saas security posture"
Genesys,Cloud Posture Engineer,SSPM,Remote (US),0.85,Workday,https://genesys.wd1.myworkdayjobs.com/en-US/careers,2025-11-30,"sspm, saas security posture, saas compliance, saas risk"
VMware,Senior Security Engineer,SSPM,"Boston, MA",0.85,Workday,https://vmware.wd1.myworkdayjobs.com/en-US/careers,2025-11-28,"sanctioned it, cloud governance, security posture management, ai compliance, genai security"
Proofpoint,Lead Security Engineer,SSPM,"Boston, MA",0.85,Workday,https://proofpoint.wd1.myworkdayjobs.com/en-US/careers,2025-11-25,"ai agent risk, security posture management, ai agent security, ai governance"
Zscaler,AppSec Engineer,SSPM,"Seattle, WA",0.85,Workday,https://zscaler.wd1.myworkdayjobs.com/en-US/careers,2025-11-30,"saas security posture, saas security, saas governance"
Humana,Compliance Engineer,SSPM,"Boston, MA",0.85,Workday,https://humana.wd1.myworkdayjobs.com/en-US/careers,2025-11-30,"saas posture management, ai agent risk"
Bitbucket,Security Analyst,SSPM,"Denver, CO",0.85,Workday,https://bitbucket.wd1.myworkdayjobs.com/en-US/careers,2025-11-27,"saas audit, ai security, sanctioned it, llm compliance"
HubSpot,SaaS Security Engineer,SSPM,"San Francisco, CA",0.85,Workday,https://hubspot.wd1.myworkdayjobs.com/en-US/careers,2025-12-01,"cloud app security, security posture management, cloud application security"
Home Depot,Threat Detection Engineer,SSPM,"San Francisco, CA",0.85,Workday,https://home-depot.wd1.myworkdayjobs.com/en-US/careers,2025-12-02,"shadow it, sspm, security posture management, saas security posture"
IronScales,Cloud Security Engineer,SSPM,"San Francisco, CA",0.85,Workday,https://ironscales.wd1.myworkdayjobs.com/en-US/careers,2025-11-29,"autonomous agent security, sspm"
Tenable,GRC Analyst,SaaS Security,"Boston, MA",0.85,Workday,https://tenable.wd1.myworkdayjobs.com/en-US/careers,2025-11-26,"saas risk, saas security, generative ai compliance, ai governance"
AT&T,Security Posture Analyst,SSPM,"London, UK",0.85,Workday,https://at&t.wd1.myworkdayjobs.com/en-US/careers,2025-12-01,"ai policy, saas security, saas security posture, cloud compliance, saas compliance"
Blue Prism,Threat Detection Engineer,SaaS Security,"Austin, TX",0.9,Workday,https://blue-prism.wd1.myworkdayjobs.com/en-US/careers,2025-11-25,"llm security, saas risk, ai governance, saas security, cloud application security"
Canonical,Director of Security,SaaS Security,Hybrid - Bay Area,0.85,Workday,https://canonical.wd1.myworkdayjobs.com/en-US/careers,2025-11-25,"cloud app security, ai compliance, saas security posture, saas risk, cloud compliance"
SailPoint,Security Analyst,SaaS Compliance,"Toronto, Canada",0.85,Workday,https://sailpoint.wd1.myworkdayjobs.com/en-US/careers,2025-11-29,"generative ai compliance, saas compliance, cloud governance"
Dropbox,Senior Security Engineer,AI Agent Security,"San Francisco, CA",0.9,Workday,https://dropbox.wd1.myworkdayjobs.com/en-US/careers,2025-11-28,"sspm, ai agent security, ai compliance, llm security, ai policy"
CVS Health,Director of Security,SSPM,"Denver, CO",0.85,Workday,https://cvs-health.wd1.myworkdayjobs.com/en-US/careers,2025-11-29,"security posture management, ai security"
KPMG,CISO,SaaS Compliance,"Denver, CO",0.85,Workday,https://kpmg.wd1.myworkdayjobs.com/en-US/careers,2025-11-26,"saas security, saas compliance, cloud compliance"
JPMorgan,Director of Security,SSPM,"Boston, MA",0.85,Workday,https://jpmorgan.wd1.myworkdayjobs.com/en-US/careers,2025-11-28,"saas governance, cloud app security, ai agent security"
Lacework,Security Operations Engineer,SSPM,Hybrid - Bay Area,0.85,Workday,https://lacework.wd1.myworkdayjobs.com/en-US/careers,2025-12-01,"sspm, ai policy"
UnitedHealth,Cloud Security Architect,SaaS Compliance,Hybrid - Bay Area,0.85,Workday,https://unitedhealth.wd1.myworkdayjobs.com/en-US/careers,2025-12-01,"saas compliance, llm compliance"
Palo Alto Networks,CISO,SSPM,"Seattle, WA",0.85,Workday,https://palo-alto-networks.wd1.myworkdayjobs.com/en-US/careers,2025-11-25,"cloud compliance, security posture management, saas risk, llm security"
Oracle,SaaS Security Posture Manager,SSPM,"Toronto, Canada",0.85,Workday,https://oracle.wd1.myworkdayjobs.com/en-US/careers,2025-12-02,"saas posture management, saas audit, cloud governance, saas governance"
PwC,SaaS Security Architect,SSPM,"Toronto, Canada",0.85,Workday,https://pwc.wd1.myworkdayjobs.com/en-US/careers,2025-12-02,"autonomous agent security, genai security, saas risk, saas posture management"
Claroty,SSPM Product Manager,SaaS Security,Remote,0.8,Workday,https://claroty.wd1.myworkdayjobs.com/en-US/careers,2025-11-26,"ai agent security, genai security, sanctioned it, cloud application security"
Cloudinary,Incident Response Engineer,SSPM,"Boston, MA",0.85,Workday,https://cloudinary.wd1.myworkdayjobs.com/en-US/careers,2025-11-27,"ai agent security, cloud governance, saas posture management"
Cloudflare,Application Security Engineer,AI Compliance,"Austin, TX",0.8,Workday,https://cloudflare.wd1.myworkdayjobs.com/en-US/careers,2025-12-01,"ai compliance, llm security, ai governance"
Cisco,Senior Security Engineer,SaaS Compliance,"New York, NY",0.85,Workday,https://cisco.wd1.myworkdayjobs.com/en-US/careers,2025-11-25,"generative ai compliance, ai security, saas audit"
Automation Anywhere,Application Security Engineer,SaaS Compliance,"New York, NY",0.85,Workday,https://automation-anywhere.wd1.myworkdayjobs.com/en-US/careers,2025-11-28,"saas compliance, shadow it, saas audit, cloud app security"
8x8,Staff Security Engineer,SaaS Security,"London, UK",0.8,Workday,https://8x8.wd1.myworkdayjobs.com/en-US/careers,2025-11-26,"ai agent security, cloud application security"
Splunk,SaaS Security Engineer,SSPM,"Toronto, Canada",0.85,Workday,https://splunk.wd1.myworkdayjobs.com/en-US/careers,2025-12-01,"shadow it, autonomous agent security, cloud application security"
SendGrid,Staff Security Engineer,SSPM,"Toronto, Canada",0.85,Workday,https://sendgrid.wd1.myworkdayjobs.com/en-US/careers,2025-11-30,"saas security, cloud compliance, autonomous agent security"
Kaiser Permanente,Director of Security,SSPM,Remote,0.85,Workday,https://kaiser-permanente.wd1.myworkdayjobs.com/en-US/careers,2025-11-27,"ai compliance, sspm"
Box,SSPM Engineer,SSPM,"San Francisco, CA",0.85,Workday,https://box.wd1.myworkdayjobs.com/en-US/careers,2025-11-28,"security posture management, cloud compliance, saas security posture, llm compliance"
CloudKnox,Security Operations Engineer,SSPM,"New York, NY",0.85,Workday,https://cloudknox.wd1.myworkdayjobs.com/en-US/careers,2025-11-25,"saas risk, sanctioned it, saas audit, ai governance, sspm"
Snyk,VP of Security,SSPM,"London, UK",0.85,Workday,https://snyk.wd1.myworkdayjobs.com/en-US/careers,2025-11-30,"generative ai compliance, ai compliance, ai security, saas posture management, sanctioned it"
Canonical,LLM Security Specialist,SaaS Compliance,"San Francisco, CA",0.85,Workday,https://canonical.wd1.myworkdayjobs.com/en-US/careers,2025-11-25,"saas security, ai compliance, saas compliance, llm security"
Cloudflare,Security Compliance Manager,AI Compliance,"Toronto, Canada",0.9,Workday,https://cloudflare.wd1.myworkdayjobs.com/en-US/careers,2025-11-29,"ai compliance, llm compliance"
Databricks,Compliance Engineer,SaaS Compliance,"New York, NY",0.85,Workday,https://databricks.wd1.myworkdayjobs.com/en-US/careers,2025-12-02,"saas governance, cloud compliance"
Forescout,SaaS Security Architect,SSPM,Remote,0.85,Workday,https://forescout.wd1.myworkdayjobs.com/en-US/careers,2025-11-28,"autonomous agent security, cloud app security, saas compliance, security posture management, ai compliance"
Sysdig,GRC Analyst,SSPM,"Denver, CO",0.9,Workday,https://sysdig.wd1.myworkdayjobs.com/en-US/careers,2025-11-27,"saas security posture, ai policy, security posture management, genai security, generative ai compliance"
PayPal,Security Compliance Manager,AI Compliance,Hybrid - Bay Area,0.7,Workday,https://paypal.wd1.myworkdayjobs.com/en-US/careers,2025-11-30,"ai governance, ai security, llm compliance"
Centrify,Cloud Security Architect,SaaS Compliance,"Boston, MA",0.85,Workday,https://centrify.wd1.myworkdayjobs.com/en-US/careers,2025-11-26,"ai agent risk, saas compliance, generative ai compliance, saas audit"
DocuSign,Security Operations Engineer,SaaS Compliance,"San Francisco, CA",0.9,Workday,https://docusign.wd1.myworkdayjobs.com/en-US/careers,2025-12-01,"saas audit, genai security, cloud compliance, generative ai compliance, sspm"
Prisma Cloud,Lead Security Engineer,SSPM,Remote,0.85,Workday,https://prisma-cloud.wd1.myworkdayjobs.com/en-US/careers,2025-11-26,"saas security posture, security posture management, ai policy, cloud governance, ai security"
Redis,Staff Security Engineer,SaaS Security,"Toronto, Canada",0.8,Workday,https://redis.wd1.myworkdayjobs.com/en-US/careers,2025-11-25,"sanctioned it, ai policy, cloud application security"
Apple,Compliance Engineer,AI Compliance,Remote (US),0.8,Workday,https://apple.wd1.myworkdayjobs.com/en-US/careers,2025-11-26,"ai governance, ai security, security posture management"
Salesforce,Senior Security Engineer,SSPM,Remote,0.85,Workday,https://salesforce.wd1.myworkdayjobs.com/en-US/careers,2025-11-28,"ai policy, cloud app security, security posture management"
Deloitte,Risk Manager,SSPM,"Denver, CO",0.9,Workday,https://deloitte.wd1.myworkdayjobs.com/en-US/careers,2025-11-28,"saas audit, saas posture management, cloud app security, ai governance, cloud compliance"
RingCentral,Threat Detection Engineer,SSPM,Remote (US),0.85,Workday,https://ringcentral.wd1.myworkdayjobs.com/en-US/careers,2025-11-25,"ai governance, saas risk, saas posture management, cloud governance, ai compliance"
SendGrid,SaaS Security Architect,SSPM,"Toronto, Canada",0.85,Workday,https://sendgrid.wd1.myworkdayjobs.com/en-US/careers,2025-11-29,"saas governance, cloud app security, llm security, saas posture management"
Home Depot,Risk Manager,SaaS Compliance,"Denver, CO",0.85,Workday,https://home-depot.wd1.myworkdayjobs.com/en-US/careers,2025-12-02,"ai governance, saas risk, ai compliance"
American Express,Lead Security Engineer,SSPM,Remote,0.85,Workday,https://american-express.wd1.myworkdayjobs.com/en-US/careers,2025-11-26,"shadow it, saas governance, cloud governance, ai policy"
Cohesity,Security Analyst,SaaS Compliance,Remote,0.85,Workday,https://cohesity.wd1.myworkdayjobs.com/en-US/careers,2025-11-28,"generative ai compliance, saas risk"
Workday,Security Manager,SSPM,Hybrid - Bay Area,0.85,Workday,https://workday.wd1.myworkdayjobs.com/en-US/careers,2025-11-26,"saas risk, ai security, saas governance"
Zscaler,Compliance Engineer,SSPM,"Austin, TX",0.85,Workday,https://zscaler.wd1.myworkdayjobs.com/en-US/careers,2025-12-02,"autonomous agent security, saas security posture, ai policy"
Red Hat,Machine Learning Security Engineer,SSPM,"San Francisco, CA",0.85,Workday,https://red-hat.wd1.myworkdayjobs.com/en-US/careers,2025-12-02,"saas audit, cloud application security"
Meta,Security Analyst,SSPM,"Boston, MA",0.85,Workday,https://meta.wd1.myworkdayjobs.com/en-US/careers,2025-11-30,"shadow it, cloud application security"
Proofpoint,AppSec Engineer,SSPM,"London, UK",0.85,Workday,https://proofpoint.wd1.myworkdayjobs.com/en-US/careers,2025-11-29,"security posture management, autonomous agent security, ai agent risk"
Varonis,Principal Security Engineer,AI Compliance,"Boston, MA",0.85,Workday,https://varonis.wd1.myworkdayjobs.com/en-US/careers,2025-11-29,"ai compliance, generative ai compliance, autonomous agent security, llm compliance"
AT&T,Machine Learning Security Engineer,SSPM,"New York, NY",0.85,Workday,https://at&t.wd1.myworkdayjobs.com/en-US/careers,2025-11-27,"security posture management, saas audit, saas governance, ai security, autonomous agent security"
Snowflake,Senior Security Engineer,SaaS Security,"New York, NY",0.85,Workday,https://snowflake.wd1.myworkdayjobs.com/en-US/careers,2025-11-28,"generative ai compliance, saas governance, saas security, saas security posture"
Home Depot,Cloud Posture Engineer,AI Compliance,"London, UK",0.7,Workday,https://home-depot.wd1.myworkdayjobs.com/en-US/careers,2025-11-25,"ai security, ai compliance"
Sprint,LLM Security Specialist,SSPM,"London, UK",0.85,Workday,https://sprint.wd1.myworkdayjobs.com/en-US/careers,2025-11-25,"saas security posture, genai security, security posture management, saas compliance, ai agent risk"
BCG,AI Security Engineer,SSPM,"Toronto, Canada",0.85,Workday,https://bcg.wd1.myworkdayjobs.com/en-US/careers,2025-11-25,"shadow it, ai compliance, cloud compliance, cloud governance"
Deloitte,Cloud Security Architect,SSPM,Remote,0.85,Workday,https://deloitte.wd1.myworkdayjobs.com/en-US/careers,2025-12-02,"saas compliance, ai agent security, saas posture management, ai governance"
Prisma Cloud,Security Analyst,SSPM,"Austin, TX",0.85,Workday,https://prisma-cloud.wd1.myworkdayjobs.com/en-US/careers,2025-11-26,"ai policy, saas posture management, cloud governance, genai security"
